SalaryUSD	Country	PrimaryDatabase	YearsWithThisDatabase	OtherDatabases	JobTitle	YearsWithThisTypeOfJob	Education	HoursWorkedPerWeek
109000	United States	Microsoft SQL Server	20		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	20	Bachelors (4 years)	45
114000	United States	Microsoft SQL Server	10	Azure SQL DB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	40
113000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, MongoDB, Azure SQL DB"	Architect	2	None (no degree completed)	50
65000	United States	Microsoft SQL Server	3		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	40
"80,000"	United States	Microsoft SQL Server	8	"MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Masters	40
90000	United States	Microsoft SQL Server	8	Microsoft Access	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	None (no degree completed)	40
67000	Sweden	Microsoft SQL Server	5	Oracle	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	18	Associates (2 years)	40
95000	United States	Microsoft SQL Server	18	MySQL/MariaDB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	15	Bachelors (4 years)	43
100000	United States	Microsoft SQL Server	4		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Bachelors (4 years)	38
32000	United Kingdom	Oracle	4	"Microsoft SQL Server, PostgreSQL"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	None (no degree completed)	45
115000	United States	Microsoft SQL Server	6	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Masters	40
110000	United States	Microsoft SQL Server	20	"Oracle, DB2, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Masters	45
155000	United States	Microsoft SQL Server	17	"Azure SQL DB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Masters	45
85000	United States	Microsoft SQL Server	14		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	10	Associates (2 years)	40
"110,000"	United States	Microsoft SQL Server	2004		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	13	None (no degree completed)	40
105000	United States	Microsoft SQL Server	14		Developer: T-SQL	15	None (no degree completed)	40
85000	United States	Microsoft SQL Server	8	"PostgreSQL, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	None (no degree completed)	48
56000	United States	Microsoft SQL Server	6	Microsoft SQL Server	Analyst	6	Bachelors (4 years)	50
120000	United States	Microsoft SQL Server	8		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	7	Masters	50
133000	United States	Oracle	18	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	0	Masters	50
99000	United States	Microsoft SQL Server	25	Microsoft SQL Server	Developer: T-SQL	4	None (no degree completed)	40
85000	United States	Microsoft SQL Server	17	"Oracle, MySQL/MariaDB"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	17	Associates (2 years)	40
114000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	None (no degree completed)	40
"40,000"	United States	Microsoft SQL Server	17	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	21	None (no degree completed)	40
90000	United States	Microsoft SQL Server	5	Elasticsearch	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	4	Masters	45
157000	United States	Oracle	23	"MySQL/MariaDB, PostgreSQL"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	23	Bachelors (4 years)	40
45000	Malta	Microsoft SQL Server	8	"Microsoft SQL Server, PostgreSQL, Elasticsearch, Teradata, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	11	Bachelors (4 years)	50
"77,000"	Germany	Microsoft SQL Server	8	"Microsoft SQL Server, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	8	Bachelors (4 years)	40
145000	United States	Microsoft SQL Server	17	Microsoft SQL Server	Developer: T-SQL	7	Masters	40
80000	United States	Microsoft SQL Server	11		Developer: T-SQL	11	Bachelors (4 years)	40
"62,000"	United States	Microsoft SQL Server	7		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Bachelors (4 years)	50
87700	United States	Microsoft SQL Server	18		"Developer: App code (C#, JS, etc)"	25	Bachelors (4 years)	40
132500	United States	Microsoft SQL Server	10	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Amazon RDS (any flavor), Couchbase"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	4	Masters	50
"95,000"	United States	Microsoft SQL Server	12	"Microsoft SQL Server, Oracle, MongoDB, Sybase"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	6	Masters	45
82000	Canada	Microsoft SQL Server	15	"Microsoft SQL Server, MySQL/MariaDB"	Architect	5	Bachelors (4 years)	35
85000	Australia	Microsoft SQL Server	2008	"Microsoft SQL Server, Oracle, Microsoft Access"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	15	Bachelors (4 years)	39
100000	Canada	Microsoft SQL Server	12	"PostgreSQL, Cassandra, Redis"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	None (no degree completed)	60
92000	Australia	Microsoft SQL Server	15	"PostgreSQL, Redshift"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	4	None (no degree completed)	45
107500	United States	Microsoft SQL Server	9	Microsoft Access	"Developer: App code (C#, JS, etc)"	20	Bachelors (4 years)	44
78600	Australia	Microsoft SQL Server	18		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	12	Bachelors (4 years)	40
133010	United States	Microsoft SQL Server	18	MongoDB	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	10	Bachelors (4 years)	44
"50,000"	Australia	Microsoft SQL Server	1		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	39
115000	United States	Microsoft SQL Server	16	"Microsoft SQL Server, MySQL/MariaDB"	Architect	10	Bachelors (4 years)	45
123000	United States	Microsoft SQL Server	11	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	11	Bachelors (4 years)	42
120000	United States	Microsoft SQL Server	17	"Microsoft SQL Server, MySQL/MariaDB, MongoDB, Amazon RDS (any flavor)"	Architect	2	Associates (2 years)	45
"75,000"	United States	Microsoft SQL Server	6		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	6	Bachelors (4 years)	45
"83,000"	United States	Microsoft SQL Server	4	"MongoDB, Azure SQL DB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	Bachelors (4 years)	44
93000	United States	Microsoft SQL Server	18	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	26	Bachelors (4 years)	40
103000	United States	Microsoft SQL Server	5	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Cassandra, Microsoft Access, SQLite, Amazon RDS (any flavor)"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	4	Bachelors (4 years)	38
"71,800"	Sweden	Microsoft SQL Server	2		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Bachelors (4 years)	50
20000	Serbia and Montenegro	Microsoft SQL Server	5	"Microsoft SQL Server, MongoDB, Azure SQL DB"	Analyst	7	Bachelors (4 years)	40
"55,000"	Italy	Microsoft SQL Server	10	"Oracle, PostgreSQL, SAP"	Engineer	10	Masters	50
40000	Bulgaria	Microsoft SQL Server	10	Azure SQL DB	Engineer	10	Masters	50
44892	United Kingdom	Microsoft SQL Server	16	"Microsoft SQL Server, PostgreSQL, Microsoft Access, SQLite, Azure SQL DB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Associates (2 years)	40
57351	United Kingdom	Microsoft SQL Server	5	MySQL/MariaDB	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	None (no degree completed)	45
80000	Jersey	Microsoft SQL Server	20	"Oracle, DB2, Microsoft Access"	Developer: T-SQL	10	Bachelors (4 years)	40
40000	Netherlands	Microsoft SQL Server	3	Microsoft Access	Developer: T-SQL	3	Bachelors (4 years)	45
53600	United Kingdom	Microsoft SQL Server	8	"MySQL/MariaDB, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	None (no degree completed)	38
60332	United Arab Emirates	Microsoft SQL Server	15	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite, Ingres, SqlAnywhere "	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Masters	40
0	Canada	Microsoft SQL Server	5	"Microsoft SQL Server, SQLite"	"Developer: App code (C#, JS, etc)"	6	None (no degree completed)	50
49591	United Kingdom	Microsoft SQL Server	2	Oracle	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	0	None (no degree completed)	37
84000	Singapore	Microsoft SQL Server	10	"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	Bachelors (4 years)	48
13000	Jordan	Microsoft SQL Server	7	"Microsoft SQL Server, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	7	Bachelors (4 years)	45
109500	United States	Microsoft SQL Server	9	"Microsoft SQL Server, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	9	Bachelors (4 years)	60
100000	United States	Microsoft SQL Server	7		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	0	Bachelors (4 years)	50
"117,920"	Saudi Arabia	Microsoft SQL Server	13	Azure SQL DB	Engineer	4	Bachelors (4 years)	55
125000	United States	Microsoft SQL Server	20	Microsoft SQL Server	Developer: T-SQL	3	Bachelors (4 years)	40
65000	United States	Microsoft SQL Server	6	"Microsoft SQL Server, Oracle, MySQL/MariaDB, Azure SQL DB"	Developer: T-SQL	2	Bachelors (4 years)	60
86000	United States	Microsoft SQL Server	2	Microsoft SQL Server	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Bachelors (4 years)	45
125000	United States	Microsoft SQL Server	15		Developer: T-SQL	2	Bachelors (4 years)	50
105000	United States	Microsoft SQL Server	15	"Oracle, MySQL/MariaDB, PostgreSQL, DB2"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	15	Bachelors (4 years)	40
5000	India	Microsoft SQL Server	1	Microsoft SQL Server	Analyst	0	Bachelors (4 years)	50
150000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	40
"105,000"	United States	Microsoft SQL Server	4	"MongoDB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	50
"140,394"	United States	Microsoft SQL Server	20	"Microsoft SQL Server, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	20	Bachelors (4 years)	48
91000	United States	Microsoft SQL Server	17	"Microsoft SQL Server, MySQL/MariaDB, HP Tandem"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	17	Associates (2 years)	43
57000	United Kingdom	Microsoft SQL Server	13	"Oracle, PostgreSQL, MongoDB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	33	Bachelors (4 years)	37
121000	United States	Microsoft SQL Server	20	"Oracle, SAP"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	None (no degree completed)	60
150000	United States	Microsoft SQL Server	13	"DB2, Microsoft Access, Amazon RDS (any flavor)"	Architect	4	Bachelors (4 years)	45
86000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, Microsoft Access"	Analyst	10	Bachelors (4 years)	40
115000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	Bachelors (4 years)	40
"90,000"	United States	Microsoft SQL Server	10		"Developer: App code (C#, JS, etc)"	1	Bachelors (4 years)	40
345000	United States	Microsoft SQL Server	19	"PostgreSQL, SQLite, Elasticsearch, homegrown"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Bachelors (4 years)	55
95000	United States	Microsoft SQL Server	7	"Oracle, Microsoft Access, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	40
158200	United States	Microsoft SQL Server	18	"Microsoft SQL Server, Azure SQL DB"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	18	Bachelors (4 years)	40
75000	United States	Microsoft SQL Server	3	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	40
100000	United States	DB2	15	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Pervasive"	Analyst	2	Masters	45
175000	United States	Oracle	9	"Microsoft SQL Server, MongoDB"	Architect	6	Bachelors (4 years)	42
95000	United States	Microsoft SQL Server	5	Microsoft Access	Analyst	10	Bachelors (4 years)	40
"150,000"	United States	Azure SQL DB	2	"Microsoft SQL Server, MongoDB, Redis, Elasticsearch, Azure SQL DB, Cosmos"	Manager	1	Masters	45
85000	United States	Microsoft SQL Server	10	Microsoft SQL Server	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	Bachelors (4 years)	40
123000	United States	Microsoft SQL Server	9	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	10	Bachelors (4 years)	40
152000	United States	Microsoft SQL Server	18	"Oracle, MySQL/MariaDB, MongoDB, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	34	Bachelors (4 years)	46
120000	United States	Microsoft SQL Server	20	"MySQL/MariaDB, Amazon RDS (any flavor)"	Engineer	1	Bachelors (4 years)	50
120000	United States	Microsoft SQL Server	20	"MySQL/MariaDB, Amazon RDS (any flavor)"	Engineer	1	Bachelors (4 years)	50
120000	United States	Microsoft SQL Server	20	"MySQL/MariaDB, Amazon RDS (any flavor)"	Engineer	1	Bachelors (4 years)	50
120000	United States	Microsoft SQL Server	20	"MySQL/MariaDB, Amazon RDS (any flavor)"	Engineer	1	Bachelors (4 years)	50
95000	United States	Microsoft SQL Server	7	"Microsoft SQL Server, Microsoft Access"	Manager	2	Bachelors (4 years)	45
120000	United States	Microsoft SQL Server	20	"MySQL/MariaDB, Amazon RDS (any flavor)"	Engineer	1	Bachelors (4 years)	50
52256	United Kingdom	Microsoft SQL Server	10	Microsoft SQL Server	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Bachelors (4 years)	35
60000	United States	Microsoft SQL Server	4	Microsoft SQL Server	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	4	Bachelors (4 years)	40
"97,500"	United States	Microsoft SQL Server	16	"Azure SQL DB, Cosmos DB, Sybase SQL Anywhere"	Developer: T-SQL	7	Bachelors (4 years)	45
"138,000"	United States	Microsoft SQL Server	20	MySQL/MariaDB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	Bachelors (4 years)	45
125000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, DB2, Microsoft Access, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	20	Bachelors (4 years)	48
76000	United States	Microsoft SQL Server	5	"Microsoft SQL Server, DB2, Teradata, Informix"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Bachelors (4 years)	70
43000	United Kingdom	Microsoft SQL Server	1		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	None (no degree completed)	38
"135,000"	United States	Microsoft SQL Server	17	"PostgreSQL, DB2, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	12	Bachelors (4 years)	50
38000	United Kingdom	Microsoft SQL Server	4	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	38
117000	United States	Oracle	22	"MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	None (no degree completed)	75
17500	Turkey	Microsoft SQL Server	2		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Bachelors (4 years)	40
151000	United States	Microsoft SQL Server	17	"Microsoft SQL Server, Azure SQL DB"	Developer: T-SQL	9	Bachelors (4 years)	55
31000	Argentina	Microsoft SQL Server	20	"Oracle, MySQL/MariaDB"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	5	None (no degree completed)	40
20000	Ukraine	Microsoft SQL Server	4	"Microsoft SQL Server, Oracle, MongoDB"	Analyst	4	None (no degree completed)	46
135000	United States	Microsoft SQL Server	10	Azure SQL DB	Architect	1	Bachelors (4 years)	45
87000	United States	Microsoft SQL Server	3		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	3	Bachelors (4 years)	42
130000	United States	Microsoft SQL Server	15	"Redis, SQLite"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Bachelors (4 years)	30
108000	United States	Microsoft SQL Server	10	"Oracle, couchbase"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Bachelors (4 years)	40
130000	United States	Oracle	22	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, SAP"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	6	Bachelors (4 years)	50
114000	United Kingdom	Microsoft SQL Server	7	"DB2, SAP"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	7	Bachelors (4 years)	45
"64,000"	United States	Microsoft SQL Server	27		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	27	Masters	30
"100,000"	United States	Microsoft SQL Server	5		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Masters	45
104000	United States	Microsoft SQL Server	10	"SQLite, SAP"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	10	Masters	40
85544	United States	Microsoft SQL Server	18	Oracle	"Developer: App code (C#, JS, etc)"	30	Bachelors (4 years)	45
35100	Guatemala	Microsoft SQL Server	1	"Oracle, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Bachelors (4 years)	44
120000	United States	Oracle	12	Microsoft SQL Server	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	12	Masters	50
95000	United States	Microsoft SQL Server	6	"MySQL/MariaDB, Redis, Azure SQL DB"	Manager	6	Bachelors (4 years)	40
32000	United Kingdom	Oracle	15	"Microsoft SQL Server, PostgreSQL"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	21	None (no degree completed)	37
9360	India	Microsoft SQL Server	3	Azure SQL DB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	45
61386	United Kingdom	Microsoft SQL Server	3	"MySQL/MariaDB, PostgreSQL, DB2"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Masters	40
62000	Italy	Microsoft SQL Server	5	"Oracle, MySQL/MariaDB, SQLite"	Architect	20	Doctorate/PhD	45
65000	United Kingdom	Microsoft SQL Server	12	"PostgreSQL, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	Bachelors (4 years)	35
220000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, MongoDB, Cassandra, Redis, Azure SQL DB, Amazon RDS (any flavor)"	Architect	5	None (no degree completed)	50
131000	United States	Microsoft SQL Server	10	Amazon RDS (any flavor)	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Masters	45
95000	United States	Microsoft SQL Server	15	Microsoft Access	Analyst	18	None (no degree completed)	45
53460	United Kingdom	Microsoft SQL Server	17	"MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite"	Architect	1	Bachelors (4 years)	38
"70,000"	United States	Microsoft SQL Server	4	Azure SQL DB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Bachelors (4 years)	42
110000	United States	Microsoft SQL Server	6	"MySQL/MariaDB, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Masters	60
97000	United States	Microsoft SQL Server	9		Analyst	9	Masters	65
30000	Russia	Microsoft SQL Server	10	Microsoft SQL Server	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Masters	50
"128,000"	United States	Microsoft SQL Server	13	"Azure SQL DB, Amazon RDS (any flavor)"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	9	Associates (2 years)	45
140000	United States	Microsoft SQL Server	18		"Developer: App code (C#, JS, etc)"	18	Associates (2 years)	50
86500	United States	Microsoft SQL Server	5	"Microsoft Access, Teradata"	Analyst	5	Bachelors (4 years)	40
136000	United States	Microsoft SQL Server	20		Architect	3	None (no degree completed)	40
135000	United States	Microsoft SQL Server	22	"PostgreSQL, Microsoft Access, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Bachelors (4 years)	55
"73,840"	United States	Microsoft SQL Server	2	"Microsoft SQL Server, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	2	Bachelors (4 years)	42
98000	United States	Microsoft SQL Server	21	"Microsoft SQL Server, Oracle, Microsoft Access, SQLite"	"Developer: App code (C#, JS, etc)"	28	Masters	50
"63,000"	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	10	Bachelors (4 years)	50
"100,000"	United States	Microsoft SQL Server	20		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Associates (2 years)	55
99000	United States	Microsoft SQL Server	5	Microsoft SQL Server	Developer: T-SQL	5	Masters	45
"60,000"	United States	Microsoft SQL Server	14	Microsoft SQL Server	Analyst	14	Bachelors (4 years)	42
47000	France	Oracle	1	Microsoft SQL Server	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	Masters	45
124000	United States	Microsoft SQL Server	12	"Microsoft SQL Server, MySQL/MariaDB, DB2, Amazon RDS (any flavor)"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	10	Associates (2 years)	40
"90,000"	United States	Microsoft SQL Server	11	"Microsoft SQL Server, Oracle, Amazon RDS (any flavor)"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	11	Bachelors (4 years)	40
102232	United States	Microsoft SQL Server	11	"Oracle, PostgreSQL"	Architect	3	Associates (2 years)	45
124000	United States	Microsoft SQL Server	17	"Microsoft SQL Server, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	None (no degree completed)	40
115000	United States	Microsoft SQL Server	10	Microsoft SQL Server	Developer: T-SQL	11	Masters	40
130000	United States	DB2	10	"PostgreSQL, DB2"	Engineer	10	Masters	40
86000	United States	Microsoft SQL Server	20	"MySQL/MariaDB, DB2, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	9	Bachelors (4 years)	40
94500	United States	Microsoft SQL Server	20	"MySQL/MariaDB, Azure SQL DB, Neo4j"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	15	Bachelors (4 years)	45
42100	Mexico	Oracle	10	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Bachelors (4 years)	48
10095	Colombia	Microsoft SQL Server	5	"Oracle, MySQL/MariaDB"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	5	Bachelors (4 years)	45
85585	Australia	Microsoft SQL Server	10	Microsoft Access	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	2	Bachelors (4 years)	40
123000	United States	Microsoft SQL Server	17		Architect	7	Bachelors (4 years)	50
188000	United States	Microsoft SQL Server	18	Microsoft SQL Server	Other	15	Bachelors (4 years)	44
110000	United States	Microsoft SQL Server	15	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Bachelors (4 years)	40
"80,000"	United States	Microsoft SQL Server	4	Microsoft SQL Server	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	2	Masters	40
124000	United States	Microsoft SQL Server	15	"Oracle, Microsoft Access"	Manager	3	Associates (2 years)	40
30000	Ukraine	Microsoft SQL Server	10	"PostgreSQL, Elasticsearch, DerbyDB"	Developer: T-SQL	12	Masters	50
44000	Spain	Microsoft SQL Server	7	"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Associates (2 years)	42
35000	Russia	Microsoft SQL Server	8		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	8	Bachelors (4 years)	40
54000	Spain	Microsoft SQL Server	5	Microsoft SQL Server	Manager	3	Masters	42
65105	United Kingdom	Microsoft SQL Server	9	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	9	None (no degree completed)	37
37260	Romania	Microsoft SQL Server	5	"Oracle, PostgreSQL, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	40
100000	United States	Microsoft SQL Server	18	"MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	18	Masters	40
65000	United States	Microsoft SQL Server	3	"Oracle, MySQL/MariaDB, PostgreSQL, Azure SQL DB"	Analyst	3	Bachelors (4 years)	40
54100	United Kingdom	Microsoft SQL Server	1	"Microsoft SQL Server, Microsoft Access, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	None (no degree completed)	38
87324	France	Oracle	20	"Microsoft SQL Server, HP Vertica"	Architect	20	Doctorate/PhD	38
78000	United States	Microsoft SQL Server	2	MySQL/MariaDB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Bachelors (4 years)	40
187500	United States	MySQL/MariaDB	17	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Cassandra, Redis, Amazon RDS (any flavor)"	Architect	10	None (no degree completed)	40
"98,000"	United States	Microsoft SQL Server	5	"MySQL/MariaDB, SQLite, Elasticsearch, Amazon RDS (any flavor)"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	1	Bachelors (4 years)	45
63000	United States	Microsoft SQL Server	3	"Microsoft SQL Server, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Bachelors (4 years)	45
90000	United States	Microsoft SQL Server	7	"MySQL/MariaDB, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Bachelors (4 years)	45
180000	United States	Microsoft SQL Server	18		Developer: T-SQL	18	Masters	40
